,PC1,PC2,center 
1686,147481.0,351431.0,center3
1687,150428.0,350223.0,center3
1688,151321.0,353486.0,center3
1689,152593.0,355359.0,center3
1690,147298.0,350113.0,center3
1691,151130.0,346218.0,center3
1692,158691.0,351637.0,center3
1693,145216.0,353921.0,center3
1694,151372.0,349837.0,center3
1695,149273.0,351147.0,center3
1696,147385.0,346698.0,center3
1697,147369.0,354485.0,center3
1698,151574.0,351428.0,center3
1699,157323.0,349404.0,center3
1700,147490.0,344482.0,center3
1701,151711.0,348007.0,center3
1702,148232.0,346591.0,center3
1703,156250.0,349075.0,center3
1704,151722.0,351263.0,center3
1705,149564.0,352566.0,center3
1706,151960.0,350686.0,center3
1707,149982.0,350262.0,center3
1708,153501.0,351529.0,center3
1709,149413.0,358289.0,center3
1710,146454.0,350692.0,center3
1711,150779.0,350521.0,center3
1712,154936.0,355458.0,center3
1713,146216.0,349903.0,center3
1714,149234.0,347806.0,center3
1715,153178.0,353250.0,center3
1716,143928.0,348267.0,center3
1717,151978.0,350834.0,center3
1718,152381.0,352995.0,center3
1719,150675.0,352610.0,center3
1720,147564.0,344712.0,center3
1721,149977.0,342566.0,center3
1722,150295.0,347822.0,center3
1723,152958.0,355493.0,center3
1724,152098.0,350949.0,center3
1725,148892.0,349412.0,center3
1726,155123.0,350022.0,center3
1727,149839.0,353250.0,center3
1728,147430.0,350783.0,center3
1729,148614.0,351358.0,center3
1730,152715.0,343694.0,center3
1731,150617.0,349514.0,center3
1732,152811.0,350341.0,center3
1733,150219.0,347316.0,center3
1734,157864.0,350714.0,center3
1735,144733.0,347578.0,center3
1736,148685.0,352606.0,center3
1737,149734.0,348177.0,center3
1738,150282.0,354133.0,center3
1739,154605.0,350326.0,center3
1740,150694.0,352887.0,center3
1741,149637.0,357153.0,center3
1742,150217.0,350232.0,center3
1743,152376.0,354940.0,center3
1744,147820.0,346408.0,center3
1745,151426.0,355880.0,center3
1746,145051.0,345703.0,center3
1747,149751.0,349769.0,center3
1748,147022.0,348674.0,center3
1749,147935.0,346178.0,center3
1750,150893.0,345974.0,center3
1751,146442.0,351678.0,center3
1752,146873.0,345316.0,center3
1753,145206.0,345302.0,center3
1754,142953.0,352847.0,center3
1755,149521.0,349957.0,center3
1756,153677.0,351562.0,center3
1757,149425.0,347106.0,center3
1758,149260.0,349307.0,center3
1759,146690.0,350635.0,center3
1760,155007.0,351028.0,center3
1761,149211.0,355547.0,center3
1762,154092.0,348446.0,center3
1763,151145.0,349643.0,center3
1764,149168.0,352535.0,center3
1765,153422.0,353325.0,center3
1766,153107.0,344100.0,center3
1767,149648.0,348732.0,center3
1768,154098.0,348281.0,center3
1769,155633.0,350513.0,center3
1770,149793.0,351600.0,center3
1771,149191.0,351319.0,center3
1772,151280.0,353718.0,center3
1773,151112.0,351520.0,center3
1774,152554.0,351248.0,center3
1775,149192.0,352894.0,center3
1776,152261.0,351575.0,center3
1777,153316.0,346164.0,center3
1778,150561.0,350402.0,center3
1779,150485.0,344842.0,center3
1780,146033.0,353098.0,center3
1781,146291.0,342997.0,center3
1782,145379.0,347808.0,center3
1783,146065.0,349903.0,center3
1784,149510.0,349831.0,center3
1785,144893.0,355414.0,center3
1786,157103.0,350885.0,center3
1787,152338.0,348302.0,center3
1788,143462.0,351193.0,center3
1789,146349.0,345838.0,center3
1790,149661.0,351682.0,center3
1791,144583.0,350248.0,center3
1792,148546.0,348619.0,center3
1793,153450.0,348388.0,center3
1794,149482.0,346202.0,center3
1795,149787.0,344068.0,center3
1796,146833.0,348349.0,center3
1797,148243.0,352270.0,center3
1798,145726.0,347326.0,center3
1799,151152.0,355101.0,center3
1800,148570.0,347062.0,center3
1801,152477.0,356984.0,center3
1802,153912.0,348213.0,center3
1803,153406.0,350653.0,center3
1804,149890.0,354504.0,center3
1805,148406.0,353721.0,center3
1806,146129.0,347229.0,center3
1807,150375.0,352361.0,center3
1808,153034.0,346797.0,center3
1809,148922.0,344525.0,center3
1810,149452.0,352025.0,center3
1811,151949.0,344753.0,center3
1812,152732.0,343546.0,center3
1813,145519.0,349363.0,center3
1814,150632.0,354423.0,center3
1815,150619.0,353894.0,center3
1816,149522.0,345248.0,center3
1817,152823.0,350400.0,center3
1818,148848.0,352411.0,center3
1819,147387.0,352803.0,center3
1820,150873.0,354998.0,center3
1821,151454.0,355136.0,center3
1822,149312.0,352625.0,center3
1823,152518.0,345770.0,center3
1824,145200.0,349645.0,center3
1825,146601.0,345318.0,center3
1826,140285.0,352908.0,center3
1827,151649.0,355646.0,center3
1828,146866.0,343389.0,center3
1829,149200.0,352549.0,center3
1830,153192.0,349241.0,center3
1831,150161.0,348512.0,center3
1832,148607.0,347063.0,center3
1833,147317.0,353707.0,center3
1834,149240.0,351130.0,center3
1835,151907.0,349817.0,center3
1836,145205.0,350833.0,center3
1837,149784.0,353166.0,center3
1838,152474.0,347512.0,center3
1839,145507.0,347050.0,center3
1840,152117.0,352378.0,center3
1841,152161.0,355205.0,center3
1842,147210.0,353655.0,center3
1843,145242.0,349160.0,center3
1844,151370.0,345947.0,center3
1845,152556.0,342884.0,center3
1846,151831.0,347268.0,center3
1847,152412.0,353795.0,center3
1848,146262.0,347898.0,center3
1849,151846.0,351077.0,center3
1850,148166.0,350486.0,center3
1851,148225.0,342892.0,center3
1852,145080.0,353444.0,center3
1853,153479.0,356719.0,center3
1854,150554.0,349933.0,center3
1855,153174.0,353459.0,center3
1856,154778.0,348095.0,center3
1857,146404.0,351516.0,center3
1858,152033.0,356884.0,center3
1859,149960.0,354123.0,center3
1860,152891.0,348087.0,center3
1861,153503.0,347142.0,center3
1862,152595.0,350427.0,center3
1863,147414.0,348996.0,center3
1864,149600.0,349763.0,center3
1865,150835.0,354083.0,center3
1866,159988.0,351695.0,center3
1867,153879.0,355624.0,center3
1868,157338.0,350599.0,center3
1869,151311.0,349712.0,center3
1870,150670.0,352563.0,center3
1871,151939.0,351535.0,center3
1872,148331.0,349173.0,center3
1873,153926.0,345396.0,center3
1874,149502.0,346438.0,center3
1875,145656.0,351507.0,center3
1876,152754.0,351985.0,center3
1877,145040.0,344885.0,center3
1878,144168.0,349794.0,center3
1879,150912.0,351757.0,center3
1880,146993.0,346001.0,center3
1881,147120.0,346571.0,center3
1882,149488.0,353706.0,center3
1883,148454.0,344328.0,center3
1884,149296.0,351335.0,center3
1885,150860.0,353163.0,center3
1886,146305.0,343994.0,center3
1887,146129.0,349203.0,center3
1888,143361.0,345638.0,center3
1889,148766.0,350160.0,center3
1890,152101.0,348882.0,center3
1891,147779.0,344583.0,center3
1892,151585.0,352103.0,center3
1893,151709.0,352047.0,center3
1894,153133.0,348367.0,center3
1895,153129.0,351974.0,center3
1896,147822.0,345552.0,center3
1897,147290.0,345844.0,center3
1898,150153.0,346386.0,center3
1899,147898.0,349446.0,center3
1900,154594.0,348810.0,center3
1901,154363.0,356450.0,center3
1902,150301.0,349806.0,center3
1903,148649.0,351633.0,center3
1904,151615.0,351968.0,center3
1905,147925.0,350962.0,center3
1906,149605.0,350564.0,center3
1907,148323.0,353747.0,center3
1908,150334.0,346370.0,center3
1909,153568.0,355502.0,center3
1910,152348.0,352394.0,center3
1911,153616.0,346745.0,center3
1912,147107.0,353204.0,center3
1913,150569.0,353778.0,center3
1914,146890.0,355061.0,center3
1915,151217.0,348799.0,center3
1916,151030.0,355261.0,center3
1917,154099.0,351239.0,center3
1918,153476.0,345743.0,center3
1919,152066.0,347764.0,center3
1920,148403.0,352765.0,center3
1921,148495.0,355491.0,center3
1922,143512.0,345629.0,center3
1923,148582.0,349508.0,center3
1924,145095.0,347443.0,center3
1925,152940.0,356208.0,center3
1926,152852.0,347466.0,center3
1927,150437.0,354233.0,center3
1928,148803.0,347915.0,center3
1929,150452.0,352489.0,center3
1930,155076.0,346341.0,center3
1931,154266.0,355147.0,center3
1932,148582.0,342927.0,center3
1933,150533.0,351068.0,center3
1934,146457.0,350970.0,center3
1935,151267.0,347544.0,center3
1936,152337.0,347193.0,center3
1937,152846.0,352202.0,center3
1938,145158.0,346255.0,center3
1939,151596.0,350071.0,center3
1940,147267.0,340855.0,center3
1941,148809.0,343333.0,center3
1942,152492.0,350108.0,center3
1943,150943.0,353612.0,center3
1944,149482.0,344758.0,center3
1945,151919.0,352327.0,center3
1946,155169.0,352072.0,center3
1947,148028.0,347951.0,center3
1948,145731.0,349498.0,center3
1949,146325.0,356527.0,center3
1950,147014.0,345295.0,center3
1951,147877.0,351298.0,center3
1952,151824.0,350835.0,center3
1953,143404.0,350354.0,center3
1954,150746.0,350056.0,center3
1955,147538.0,350639.0,center3
1956,153477.0,349557.0,center3
1957,147294.0,344401.0,center3
1958,150024.0,348165.0,center3
1959,147035.0,350441.0,center3
1960,147845.0,350599.0,center3
1961,149177.0,351817.0,center3
1962,149276.0,356916.0,center3
1963,148340.0,344629.0,center3
1964,153568.0,352498.0,center3
1965,151740.0,350601.0,center3
1966,155866.0,350467.0,center3
1967,149123.0,347731.0,center3
1968,153373.0,349936.0,center3
1969,143362.0,351477.0,center3
1970,152019.0,351543.0,center3
1971,151175.0,345065.0,center3
1972,148817.0,352733.0,center3
1973,152199.0,351005.0,center3
1974,152775.0,356238.0,center3
1975,153269.0,346827.0,center3
1976,151327.0,347861.0,center3
1977,151901.0,344677.0,center3
1978,147869.0,349798.0,center3
1979,146537.0,352785.0,center3
1980,149154.0,348408.0,center3
1981,150590.0,348426.0,center3
1982,153007.0,349374.0,center3
1983,147500.0,349245.0,center3
1984,148452.0,353066.0,center3
1985,159406.0,350991.0,center3
1986,148031.0,348284.0,center3
1987,156073.0,352604.0,center3
1988,153039.0,346011.0,center3
1989,148236.0,351707.0,center3
1990,149663.0,349317.0,center3
1991,149320.0,356663.0,center3
1992,151497.0,348108.0,center3
1993,154319.0,351765.0,center3
1994,144821.0,349853.0,center3
1995,156400.0,347239.0,center3
1996,152460.0,353001.0,center3
1997,148264.0,342822.0,center3
1998,149602.0,343837.0,center3
1999,150947.0,345974.0,center3
2000,184129.0,378867.0,center4
2001,183112.0,382381.0,center4
2002,176043.0,384123.0,center4
2003,179432.0,375113.0,center4
2004,177649.0,385280.0,center4
2005,180738.0,384111.0,center4
2006,186645.0,380959.0,center4
2007,177228.0,384694.0,center4
2008,186163.0,381386.0,center4
2009,178529.0,376643.0,center4
2010,177938.0,383343.0,center4
2011,181928.0,387217.0,center4
2012,182242.0,377788.0,center4
2013,180885.0,376937.0,center4
2014,175359.0,383118.0,center4
2015,177814.0,379706.0,center4
2016,177255.0,375434.0,center4
2017,178379.0,383728.0,center4
2018,177527.0,379268.0,center4
2019,181346.0,377633.0,center4
2020,183199.0,378490.0,center4
2021,179207.0,378355.0,center4
2022,181753.0,383125.0,center4
2023,182400.0,376604.0,center4
2024,180423.0,381519.0,center4
2025,179138.0,383074.0,center4
2026,178284.0,377123.0,center4
2027,176322.0,380684.0,center4
2028,179135.0,374711.0,center4
2029,180504.0,382243.0,center4
2030,179410.0,376410.0,center4
2031,180689.0,382606.0,center4
2032,180146.0,381379.0,center4
2033,182120.0,378918.0,center4
2034,178006.0,375144.0,center4
2035,179626.0,384152.0,center4
2036,180765.0,380557.0,center4
2037,178811.0,385159.0,center4
2038,180887.0,380116.0,center4
2039,174389.0,373843.0,center4
2040,181450.0,385463.0,center4
2041,181460.0,379229.0,center4
2042,179996.0,382908.0,center4
2043,178884.0,377616.0,center4
2044,178631.0,381788.0,center4
2045,174609.0,382088.0,center4
2046,183465.0,383534.0,center4
2047,182010.0,381771.0,center4
2048,176562.0,379528.0,center4
2049,175328.0,379987.0,center4
2050,178782.0,380829.0,center4
2051,182153.0,377892.0,center4
2052,182633.0,381995.0,center4
2053,181691.0,376820.0,center4
2054,182429.0,374248.0,center4
2055,185549.0,381079.0,center4
2056,174610.0,380083.0,center4
2057,181485.0,380843.0,center4
2058,179828.0,385561.0,center4
2059,177632.0,383642.0,center4
2060,182267.0,386091.0,center4
2061,179983.0,380692.0,center4
2062,183795.0,383238.0,center4
2063,176730.0,377813.0,center4
2064,177320.0,379005.0,center4
2065,181371.0,374638.0,center4
2066,177193.0,379939.0,center4
2067,180383.0,382955.0,center4
2068,178729.0,376543.0,center4
2069,183468.0,379647.0,center4
2070,181381.0,377860.0,center4
2071,178713.0,377328.0,center4
2072,177980.0,382637.0,center4
2073,178720.0,380084.0,center4
2074,187570.0,383084.0,center4
2075,179843.0,381233.0,center4
2076,179359.0,382880.0,center4
2077,179375.0,372835.0,center4
2078,184795.0,377263.0,center4
2079,174522.0,378911.0,center4
2080,183518.0,381446.0,center4
2081,177725.0,383386.0,center4
2082,179136.0,377901.0,center4
2083,182142.0,378311.0,center4
2084,177039.0,378807.0,center4
2085,181346.0,382322.0,center4
2086,179764.0,380311.0,center4
2087,175577.0,383100.0,center4
2088,180608.0,377632.0,center4
2089,181835.0,381477.0,center4
2090,182017.0,381420.0,center4
2091,178210.0,374648.0,center4
2092,179949.0,380927.0,center4
2093,181968.0,385671.0,center4
2094,181687.0,376400.0,center4
2095,178769.0,377872.0,center4
2096,175979.0,376399.0,center4
2097,180862.0,383639.0,center4
2098,181004.0,378349.0,center4
2099,184738.0,382838.0,center4
2100,175086.0,374334.0,center4
2101,178880.0,374153.0,center4
2102,181373.0,383275.0,center4
2103,179679.0,381835.0,center4
2104,186416.0,381523.0,center4
2105,178839.0,382927.0,center4
2106,172525.0,379465.0,center4
2107,182308.0,380671.0,center4
2108,175576.0,376805.0,center4
2109,184158.0,380446.0,center4
2110,181277.0,376666.0,center4
2111,178912.0,377089.0,center4
2112,176901.0,378189.0,center4
2113,185873.0,381024.0,center4
2114,180979.0,385141.0,center4
2115,178453.0,381033.0,center4
2116,177803.0,381058.0,center4
2117,179430.0,381652.0,center4
2118,183973.0,384185.0,center4
2119,186042.0,382430.0,center4
2120,180086.0,380209.0,center4
2121,181351.0,378773.0,center4
2122,181023.0,381981.0,center4
2123,174786.0,374181.0,center4
2124,180444.0,380176.0,center4
2125,178425.0,382810.0,center4
2126,178647.0,379147.0,center4
2127,179523.0,381767.0,center4
2128,170858.0,379628.0,center4
2129,177677.0,381608.0,center4
2130,182391.0,378686.0,center4
2131,180382.0,385297.0,center4
2132,178369.0,381085.0,center4
2133,178922.0,380336.0,center4
2134,176585.0,375912.0,center4
2135,177795.0,379172.0,center4
2136,178156.0,375267.0,center4
2137,179411.0,379033.0,center4
2138,181859.0,376319.0,center4
2139,179933.0,379792.0,center4
2140,179748.0,380454.0,center4
2141,177358.0,378211.0,center4
2142,183095.0,385447.0,center4
2143,180745.0,384382.0,center4
2144,181790.0,384628.0,center4
2145,180693.0,381928.0,center4
2146,182554.0,382710.0,center4
2147,184783.0,378410.0,center4
2148,178635.0,380278.0,center4
2149,181716.0,376640.0,center4
2150,182148.0,380969.0,center4
2151,179972.0,383591.0,center4
2152,186046.0,377141.0,center4
2153,176905.0,379033.0,center4
2154,178463.0,375233.0,center4
2155,180246.0,381932.0,center4
2156,180083.0,383881.0,center4
2157,179295.0,383527.0,center4
2158,178483.0,376621.0,center4
2159,182608.0,378030.0,center4
2160,179809.0,379659.0,center4
2161,177449.0,378502.0,center4
2162,185416.0,378882.0,center4
2163,182884.0,372345.0,center4
2164,184708.0,382474.0,center4
2165,179915.0,379254.0,center4
2166,186058.0,382787.0,center4
2167,182908.0,381123.0,center4
2168,174282.0,370056.0,center4
2169,175999.0,378652.0,center4
2170,181846.0,382658.0,center4
2171,179633.0,383252.0,center4
2172,179545.0,378956.0,center4
2173,183399.0,381978.0,center4
2174,185383.0,381287.0,center4
2175,181237.0,383024.0,center4
2176,180403.0,386219.0,center4
2177,187118.0,377844.0,center4
2178,179966.0,386604.0,center4
2179,178575.0,380532.0,center4
2180,178118.0,377298.0,center4
2181,177674.0,377218.0,center4
2182,180258.0,380396.0,center4
2183,177278.0,380162.0,center4
2184,174123.0,380705.0,center4
2185,175937.0,382196.0,center4
2186,181379.0,381276.0,center4
2187,183451.0,377122.0,center4
2188,183803.0,378209.0,center4
2189,187314.0,378344.0,center4
2190,176572.0,377799.0,center4
2191,184315.0,381549.0,center4
2192,180258.0,381098.0,center4
2193,178521.0,379136.0,center4
2194,178652.0,376722.0,center4
2195,182813.0,379256.0,center4
2196,182055.0,382084.0,center4
2197,174288.0,379021.0,center4
2198,183240.0,384856.0,center4
2199,182610.0,377686.0,center4
2200,179253.0,380851.0,center4
2201,176897.0,383312.0,center4
2202,177566.0,377050.0,center4
2203,176091.0,379433.0,center4
2204,179841.0,376162.0,center4
2205,178771.0,376947.0,center4
2206,179014.0,375348.0,center4
2207,180700.0,377129.0,center4
2208,179060.0,381063.0,center4
2209,174633.0,378708.0,center4
2210,178107.0,381645.0,center4
2211,178345.0,383068.0,center4
2212,174574.0,380598.0,center4
2213,182801.0,382720.0,center4
2214,173148.0,381690.0,center4
2215,181335.0,387551.0,center4
2216,179068.0,382289.0,center4
2217,178848.0,375190.0,center4
2218,182048.0,381135.0,center4
2219,179040.0,382004.0,center4
2220,179283.0,382894.0,center4
2221,177244.0,382295.0,center4
2222,183560.0,378808.0,center4
2223,183136.0,380401.0,center4
2224,182171.0,381303.0,center4
2225,181680.0,380847.0,center4
2226,182297.0,386614.0,center4
2227,182195.0,375171.0,center4
2228,181246.0,382817.0,center4
2229,181997.0,383933.0,center4
2230,177758.0,377917.0,center4
2231,180093.0,381569.0,center4
2232,181740.0,379894.0,center4
2233,177706.0,376519.0,center4
2234,180002.0,380317.0,center4
2235,179407.0,385189.0,center4
2236,183926.0,379137.0,center4
2237,181494.0,382124.0,center4
2238,183461.0,376818.0,center4
2239,181969.0,377297.0,center4
2240,183191.0,376421.0,center4
2241,179701.0,375456.0,center4
2242,180364.0,377071.0,center4
2243,178014.0,376971.0,center4
2244,181226.0,378732.0,center4
2245,189722.0,375801.0,center4
2246,180309.0,378436.0,center4
2247,179856.0,377547.0,center4
2248,182714.0,377774.0,center4
2249,175055.0,378509.0,center4
2250,183568.0,384044.0,center4
2251,177320.0,379717.0,center4
2252,181795.0,381504.0,center4
2253,180875.0,385076.0,center4
2254,179788.0,382133.0,center4
2255,177732.0,380180.0,center4
2256,181320.0,383549.0,center4
2257,183556.0,387372.0,center4
2258,182159.0,378589.0,center4
2259,184415.0,383111.0,center4
2260,175609.0,377000.0,center4
2261,180061.0,376078.0,center4
2262,175730.0,377442.0,center4
2263,180363.0,379804.0,center4
2264,181713.0,373999.0,center4
2265,177572.0,374727.0,center4
2266,184057.0,380226.0,center4
2267,178498.0,381739.0,center4
2268,181971.0,382669.0,center4
2269,178900.0,381266.0,center4
2270,177602.0,379194.0,center4
2271,177669.0,381435.0,center4
2272,175411.0,387385.0,center4
2273,184809.0,386701.0,center4
2274,172261.0,379039.0,center4
2275,175921.0,384042.0,center4
2276,173724.0,377420.0,center4
2277,175753.0,380679.0,center4
2278,171171.0,379572.0,center4
2279,181904.0,382592.0,center4
2280,180128.0,376190.0,center4
2281,176740.0,381638.0,center4
2282,175886.0,380119.0,center4
2283,175832.0,380618.0,center4
2284,179119.0,376675.0,center4
2285,173606.0,378122.0,center4
2286,181286.0,375270.0,center4
2287,179716.0,377663.0,center4
2288,178918.0,376840.0,center4
2289,182063.0,379106.0,center4
2290,181093.0,380642.0,center4
2291,178910.0,382559.0,center4
2292,180097.0,376646.0,center4
2293,179578.0,380882.0,center4
2294,178020.0,383221.0,center4
2295,183515.0,383376.0,center4
2296,183802.0,375363.0,center4
2297,180229.0,382326.0,center4
2298,176753.0,379144.0,center4
2299,176291.0,383976.0,center4
2300,180794.0,383003.0,center4
2301,179163.0,378819.0,center4
2302,177428.0,380591.0,center4
2303,180417.0,381649.0,center4
2304,176254.0,371881.0,center4
2305,181077.0,378176.0,center4
2306,174965.0,378252.0,center4
2307,172241.0,375622.0,center4
2308,179342.0,372910.0,center4
2309,176895.0,382333.0,center4
2310,184842.0,378553.0,center4
2311,184341.0,384122.0,center4
2312,178064.0,376791.0,center4
2313,176943.0,382693.0,center4
2314,179316.0,382145.0,center4
2315,179000.0,381662.0,center4
2316,184381.0,377172.0,center4
2317,178899.0,379329.0,center4
2318,183812.0,378903.0,center4
2319,183913.0,377371.0,center4
2320,187968.0,379397.0,center4
2321,178800.0,374779.0,center4
2322,178497.0,379354.0,center4
2323,185299.0,379909.0,center4
2324,177665.0,377151.0,center4
2325,174259.0,381431.0,center4
2326,180274.0,376728.0,center4
2327,181582.0,379377.0,center4
2328,178852.0,381537.0,center4
2329,178891.0,380560.0,center4
2330,175690.0,372026.0,center4
2331,185448.0,378114.0,center4
2332,180637.0,378786.0,center4
2333,178268.0,378086.0,center4
2334,181271.0,375870.0,center4
2335,182639.0,380128.0,center4
2336,176685.0,379141.0,center4
2337,180712.0,384097.0,center4
2338,178475.0,380201.0,center4
2339,185220.0,382742.0,center4
2340,180503.0,379640.0,center4
2341,176443.0,373901.0,center4
2342,179649.0,375329.0,center4
2343,181420.0,377778.0,center4
2344,186643.0,379300.0,center4
2345,180125.0,381826.0,center4
2346,181807.0,377555.0,center4
2347,183797.0,378401.0,center4
2348,181609.0,380966.0,center4
2349,177250.0,377957.0,center4
2350,179491.0,376084.0,center4
2351,177920.0,378049.0,center4
2352,182235.0,378083.0,center4
2353,184871.0,382662.0,center4
2354,179931.0,380691.0,center4
2355,183335.0,382051.0,center4
2356,177797.0,378333.0,center4
2357,180504.0,386710.0,center4
2358,179442.0,380287.0,center4
2359,185155.0,377621.0,center4
2360,180930.0,375928.0,center4
2361,182428.0,380553.0,center4
2362,178921.0,378613.0,center4
2363,177997.0,375546.0,center4
2364,181248.0,378647.0,center4
2365,177412.0,374619.0,center4
2366,175694.0,381717.0,center4
2367,179045.0,386020.0,center4
2368,185057.0,382835.0,center4
2369,178759.0,378859.0,center4
2370,180698.0,384348.0,center4
2371,178122.0,380728.0,center4
2372,173516.0,372370.0,center4
2373,180001.0,379545.0,center4
2374,185356.0,380783.0,center4
2375,178952.0,381664.0,center4
2376,176363.0,379119.0,center4
2377,176867.0,383380.0,center4
2378,181152.0,375935.0,center4
2379,178671.0,387605.0,center4
2380,183110.0,384566.0,center4
2381,179128.0,379136.0,center4
2382,173405.0,380247.0,center4
2383,178610.0,377115.0,center4
2384,182251.0,377297.0,center4
2385,183246.0,380564.0,center4
2386,184063.0,383508.0,center4
2387,183165.0,383230.0,center4
2388,183394.0,387046.0,center4
2389,185989.0,379574.0,center4
2390,184852.0,379784.0,center4
2391,180555.0,371452.0,center4
2392,178494.0,378879.0,center4
2393,179115.0,380371.0,center4
2394,182222.0,380341.0,center4
2395,183821.0,378344.0,center4
2396,179217.0,375871.0,center4
2397,184783.0,379185.0,center4
2398,177708.0,386695.0,center4
2399,178528.0,376930.0,center4
2400,178776.0,379886.0,center4
2401,177907.0,376148.0,center4
2402,182751.0,383939.0,center4
2403,179408.0,382415.0,center4
2404,185855.0,381090.0,center4
2405,179981.0,379848.0,center4
2406,185902.0,385243.0,center4
2407,172316.0,381049.0,center4
2408,181144.0,380103.0,center4
2409,180896.0,380520.0,center4
2410,186120.0,385454.0,center4
2411,180828.0,381640.0,center4
2412,185626.0,381409.0,center4
2413,185985.0,382388.0,center4
2414,178038.0,379494.0,center4
2415,176235.0,376517.0,center4
2416,182714.0,381428.0,center4
2417,177423.0,374638.0,center4
2418,179503.0,377766.0,center4
2419,178194.0,383148.0,center4
2420,180319.0,377846.0,center4
2421,181886.0,381038.0,center4
2422,182252.0,379548.0,center4
2423,180429.0,380916.0,center4
2424,177006.0,381033.0,center4
2425,177322.0,378156.0,center4
2426,180924.0,373408.0,center4
2427,173093.0,382522.0,center4
2428,176286.0,377873.0,center4
2429,175049.0,380401.0,center4
2430,178963.0,382947.0,center4
2431,181534.0,376748.0,center4
2432,187478.0,384700.0,center4
2433,179987.0,382331.0,center4
2434,176624.0,380047.0,center4
2435,178566.0,378728.0,center4
2436,181449.0,383937.0,center4
2437,183231.0,381726.0,center4
2438,178548.0,381530.0,center4
2439,179985.0,388472.0,center4
2440,183750.0,382120.0,center4
2441,180708.0,383773.0,center4
2442,180254.0,379866.0,center4
2443,178953.0,385566.0,center4
2444,178784.0,379579.0,center4
2445,183346.0,377204.0,center4
2446,178319.0,379780.0,center4
2447,179851.0,374586.0,center4
2448,176731.0,383630.0,center4
2449,181909.0,376465.0,center4
2450,180788.0,380965.0,center4
2451,181396.0,383017.0,center4
2452,179915.0,381510.0,center4
2453,177653.0,380941.0,center4
2454,179730.0,377253.0,center4
2455,175939.0,379421.0,center4
2456,178929.0,382820.0,center4
2457,187296.0,378327.0,center4
2458,185288.0,376641.0,center4
2459,182744.0,378076.0,center4
2460,181385.0,382827.0,center4
2461,182614.0,379397.0,center4
2462,181232.0,380824.0,center4
2463,182946.0,374805.0,center4
2464,183813.0,377950.0,center4
2465,176770.0,377476.0,center4
2466,179396.0,375956.0,center4
2467,179914.0,383685.0,center4
2468,178245.0,383096.0,center4
2469,176856.0,374754.0,center4
2470,184023.0,381188.0,center4
2471,182112.0,377173.0,center4
2472,177120.0,379190.0,center4
2473,176671.0,379811.0,center4
2474,181351.0,385514.0,center4
2475,177822.0,380948.0,center4
2476,176211.0,377556.0,center4
2477,179217.0,382538.0,center4
2478,177329.0,382489.0,center4
2479,182687.0,380704.0,center4
2480,187294.0,387784.0,center4
2481,174621.0,378937.0,center4
2482,182648.0,378820.0,center4
2483,181336.0,381852.0,center4
2484,177336.0,375636.0,center4
2485,183041.0,379009.0,center4
2486,177191.0,378020.0,center4
2487,174048.0,383704.0,center4
2488,176448.0,381869.0,center4
2489,181828.0,382095.0,center4
2490,181298.0,383024.0,center4
2491,183171.0,383147.0,center4
2492,181552.0,380258.0,center4
2493,183986.0,375944.0,center4
2494,173660.0,374077.0,center4
2495,179037.0,380023.0,center4
2496,178851.0,385119.0,center4
2497,179817.0,382596.0,center4
2498,183375.0,383634.0,center4
2499,177861.0,385430.0,center4
2500,180798.0,378553.0,center4
2501,173958.0,377402.0,center4
2502,177105.0,383178.0,center4
2503,182973.0,378041.0,center4
2504,174487.0,386371.0,center4
2505,184474.0,383250.0,center4
2506,178469.0,377848.0,center4
2507,181669.0,378992.0,center4
2508,176280.0,381270.0,center4
2509,182387.0,382482.0,center4
2510,179996.0,383676.0,center4
2511,183966.0,381466.0,center4
2512,178271.0,376634.0,center4
2513,177675.0,380061.0,center4
2514,177609.0,374927.0,center4
2515,186245.0,382437.0,center4
2516,178957.0,381696.0,center4
2517,174912.0,379953.0,center4
2518,183000.0,377387.0,center4
2519,180079.0,384014.0,center4
2520,178875.0,382996.0,center4
2521,181634.0,377924.0,center4
2522,182806.0,376082.0,center4
2523,177985.0,382958.0,center4
2524,180351.0,381950.0,center4
2525,179018.0,380015.0,center4
2526,178172.0,380621.0,center4
2527,181504.0,382344.0,center4
2528,182281.0,378871.0,center4
2529,175667.0,384456.0,center4
2530,183511.0,381442.0,center4
2531,180471.0,377635.0,center4
2532,179254.0,378373.0,center4
2533,174977.0,384232.0,center4
2534,179187.0,377874.0,center4
2535,179780.0,376641.0,center4
2536,180328.0,383666.0,center4
2537,178620.0,380866.0,center4
2538,182929.0,387226.0,center4
2539,184959.0,379653.0,center4
2540,183933.0,382401.0,center4
2541,179271.0,379866.0,center4
2542,181061.0,381466.0,center4
2543,181286.0,375127.0,center4
2544,178034.0,380589.0,center4
2545,179964.0,382397.0,center4
2546,178135.0,379795.0,center4
2547,180217.0,378890.0,center4
2548,185091.0,380591.0,center4
2549,179409.0,373367.0,center4
2550,177689.0,383676.0,center4
2551,184356.0,381512.0,center4
2552,182761.0,382008.0,center4
2553,178339.0,381894.0,center4
2554,177669.0,380669.0,center4
2555,184462.0,384909.0,center4
2556,180099.0,376489.0,center4
2557,180586.0,379824.0,center4
2558,181105.0,383522.0,center4
2559,178011.0,379755.0,center4
